식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,에너지,수분,단백질,지질,회분,탄수화물,당류,총식이섬유,칼슘,철,인,칼륨,나트륨,비타민 A,레티놀,베타카로틴,티아민,리보플라빈,니아신,비타민 C,비타민 D,콜레스테롤,총포화지방산,트랜스지방산,출처코드,출처명,1회 섭취참고량,외식업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D106-013050000-0001,된장찌개_달래,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06013,된장찌개,0601305,달래,060130500,해당없음,00,해당없음,35,90.3,3.18,0.79,1.91,3.81,0.41,1.6,22,0.85,63,216,570,4,0,53,0.006,0.054,12.977,27.13,0,2.21,0.18,0,3,식품의약품안전처,350,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-013070000-0001,된장찌개_두부,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06013,된장찌개,0601307,두부,060130700,해당없음,00,해당없음,41,90.7,3.25,1.96,1.56,2.56,0.99,0.9,22,0.74,60,179,478,0,0,2,0.244,0.048,0,0,0,0,0.28,0,3,식품의약품안전처,270,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-013090000-0001,된장찌개_바지락,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06013,된장찌개,0601309,바지락,060130900,해당없음,00,해당없음,23,93.8,2.88,0.72,1.39,1.18,0.56,1.1,11,0.25,31,138,406,3,0,36,0,0.033,0.183,0.47,0,3.81,0.17,0,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-015010000-0001,두부찌개_고추장,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06015,두부찌개,0601501,고추장,060150100,해당없음,00,해당없음,52,89.1,4.01,2.63,1.07,3.18,0.8,0.6,23,0.62,74,222,181,7,0,80,0,0.06,1.698,0.65,0,0.34,0.35,0,3,식품의약품안전처,500,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-015130100-0001,두부찌개_쇠고기_고추장,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06015,두부찌개,0601513,쇠고기,060151301,고추장,00,해당없음,58,86.3,4.56,1.42,0.98,6.73,0.17,1.9,12,0.71,57,165,195,12,0,146,0.054,0.093,0,0,0,6.43,0.28,0,3,식품의약품안전처,280,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-015130200-0001,두부찌개_쇠고기_된장,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06015,두부찌개,0601513,쇠고기,060151302,된장,00,해당없음,55,87.7,5.71,1.98,1.15,3.5,0.72,1.8,28,0.75,51,123,297,6,0,75,0.03,0.04,0,0.4,0,5.98,0.41,0.01,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-016180000-0001,매운탕_해물,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06016,매운탕,0601618,해물,060161800,해당없음,00,해당없음,35,90.7,4.85,0.64,1.3,2.51,0.45,1.6,25,0.43,63,140,368,16,0,195,0.667,0.077,0.582,11.86,0,47.65,0.18,0.01,3,식품의약품안전처,600,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-017000000-0001,버섯전골,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06017,버섯전골,0601700,해당없음,060170000,해당없음,00,해당없음,78,84.6,5.14,4.24,1.18,4.78,1.18,2.9,10,1.03,51,129,146,4,0,52,0,0.18,0,0.81,0,12.33,0.98,0.11,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-019000000-0001,부대찌개,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06019,부대찌개,0601900,해당없음,060190000,해당없음,00,해당없음,123,76.2,5.86,6.49,1.15,10.27,0.18,2.3,20,0.63,86,170,239,8,2,75,0,0.2,0,0.48,0,11.05,1.68,0.05,3,식품의약품안전처,600,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-020100000-0001,샤브샤브_버섯,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06020,샤브샤브,0602010,버섯,060201000,해당없음,00,해당없음,30,93.1,3.88,0.9,0.55,1.57,0.53,1.3,3,0.31,19,43,51,4,0,53,0,0.146,1.863,0,0,7.55,0.62,0.03,3,식품의약품안전처,350,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-020130000-0001,샤브샤브_쇠고기,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06020,샤브샤브,0602013,쇠고기,060201300,해당없음,00,해당없음,43,90.5,5.38,1.62,0.73,1.8,1.49,1.2,13,0.57,66,221,96,3,1,31,0.893,0.128,4.232,2.97,0,11.9,0.18,0,3,식품의약품안전처,600,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-021000000-0001,쇠고기전골,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06021,쇠고기전골,0602100,해당없음,060210000,해당없음,00,해당없음,63,87.1,7.89,3.24,1.33,0.46,0.05,0.5,23,0.58,77,176,299,17,0,204,0,0.127,0.843,0.5,0,16.08,0.69,0.15,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-022020000-0001,순두부찌개_김치,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06022,순두부찌개,0602202,김치,060220200,해당없음,00,해당없음,35,92.6,2.98,1.59,0.73,2.17,0.32,1,14,0.39,51,126,151,4,0,51,0.895,0.07,0,0,0,4.6,0.46,0.01,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-023000000-0001,오리백숙,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06023,오리백숙,0602300,해당없음,060230000,해당없음,00,해당없음,112,80.6,10.59,7.5,0.8,0.5,0.25,1.1,12,1.19,88,136,161,16,9,81,0.07,0.213,9.957,0.74,0.3,51.85,1.56,0.05,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-024000000-0001,오리탕,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06024,오리탕,0602400,해당없음,060240000,해당없음,00,해당없음,121,76.4,9.5,6.56,1.48,6.08,3.58,2.5,32,1.25,120,297,317,14,7,85,0.408,0.263,9.643,1.04,0,38.47,1.33,0.04,3,식품의약품안전처,600,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-025000000-0001,오징어찌개,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06025,오징어찌개,0602500,해당없음,060250000,해당없음,00,해당없음,34,90.5,3.3,0.22,1.27,4.77,0.45,1.3,17,0.29,59,197,285,18,0,220,0.704,0.044,0,1.04,0,26.34,0.05,0,3,식품의약품안전처,250,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-026110000-0001,우동_볶음,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06026,우동,0602611,볶음,060261100,해당없음,00,해당없음,128,69.5,2.8,2.01,0.89,24.79,0.43,2,7,0.19,23,110,257,13,0,160,0,0.027,0,0,0,0,0.49,0.03,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-027000000-0001,청국장찌개,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06027,청국장찌개,0602700,해당없음,060270000,해당없음,00,해당없음,47,89.8,5.03,2.11,1.09,1.92,0,1.7,27,0.72,70,157,242,4,1,24,0.005,0.065,0.8,0,0,2.61,0.45,0.01,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-028000000-0001,추어탕,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06028,추어탕,0602800,해당없음,060280000,해당없음,00,해당없음,54,89.4,3.24,3.18,1.15,3.07,0,2.2,135,0.82,85,95,246,26,0,315,0.06,0.069,0.051,7.37,0,15.84,0.31,0.01,3,식품의약품안전처,350,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-029000000-0001,콩비지찌개,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06029,콩비지찌개,0602900,해당없음,060290000,해당없음,00,해당없음,69,85.2,6.74,3.08,1.4,3.57,3.25,2,23,0.59,83,277,289,11,0,136,0.03,0.073,2.16,2.14,0,7.12,0.51,0.01,3,식품의약품안전처,400,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D106-030010000-0001,호박찌개_고추장,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06030,호박찌개,0603001,고추장,060300100,해당없음,00,해당없음,41,90,2.08,0.99,0.98,5.96,0.56,1.2,13,0.47,37,217,211,22,0,268,0.018,0.021,0.571,0,0,0,0.1,0,3,식품의약품안전처,280,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-001000000-0001,가오리찜,D,음식,1,가정식(분석 함량),07,찜류,07001,가오리찜,0700100,해당없음,070010000,해당없음,00,해당없음,102,75.7,21.99,1.39,0.43,0.46,0.06,2.4,8,0.09,3,11,151,55,51,48,0.165,0.085,0,0,0,91.28,0.26,0,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-002050000-0001,갈비찜_쇠고기,D,음식,1,가정식(분석 함량),07,찜류,07002,갈비찜,0700205,쇠고기,070020500,해당없음,00,해당없음,85,81.2,7.25,3.17,1.39,6.95,0.75,2,33,1.07,73,251,272,23,2,245,0,0.327,0,0.42,0,33.38,0.85,0.1,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-003090000-0001,감자_찐감자,D,음식,1,가정식(분석 함량),07,찜류,07003,감자,0700309,찐감자,070030900,해당없음,00,해당없음,70,81.6,2.16,0.16,1.06,15.01,0.86,1.7,10,0.33,50,480,3,0,0,0,0.49,0.065,0.44,8.1,0,0,0.03,0,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-004100000-0001,고구마_찐고구마,D,음식,1,가정식(분석 함량),07,찜류,07004,고구마,0700410,찐고구마,070041000,해당없음,00,해당없음,139,64.6,1.67,0.24,1.04,32.47,16.32,2.9,20,0.58,65,402,10,2,0,23,0,0.11,0.58,2.29,0,0,0.05,0.01,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-005000000-0001,깻잎찜,D,음식,1,가정식(분석 함량),07,찜류,07005,깻잎찜,0700500,해당없음,070050000,해당없음,00,해당없음,97,79.7,5.21,5.86,3.27,5.96,1.33,3.7,260,1.7,77,565,792,397,0,4769,0,0.3,3.95,0.93,0,0,0.46,0.02,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-006000000-0001,꼬막찜,D,음식,1,가정식(분석 함량),07,찜류,07006,꼬막찜,0700600,해당없음,070060000,해당없음,00,해당없음,96,76,12.03,2.28,2.78,6.97,1.03,2.9,73,8.53,114,221,736,11,10,22,0.76,0.265,0.54,14.05,0,38.3,0.59,0.04,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-007000000-0001,꽈리고추찜,D,음식,1,가정식(분석 함량),07,찜류,07007,꽈리고추찜,0700700,해당없음,070070000,해당없음,00,해당없음,104,75.2,3.59,2.09,1.46,17.69,0.44,4.4,27,0.64,58,239,316,30,0,356,0,0.03,0,32.52,0,0,0.37,0.01,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-009040000-0001,달걀찜_새우젓,D,음식,1,가정식(분석 함량),07,찜류,07009,달걀찜,0700904,새우젓,070090400,해당없음,00,해당없음,58,89.7,4.98,4.04,0.83,0.47,0,0.1,25,0.77,79,56,247,25,25,0,0.055,0.18,0.185,0.21,0,189.26,1.22,0.02,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-009080000-0001,달걀찜_우유,D,음식,1,가정식(분석 함량),07,찜류,07009,달걀찜,0700908,우유,070090800,해당없음,00,해당없음,105,80.4,8.23,6.31,1.24,3.8,2.55,1.1,92,1.44,143,139,262,170,155,184,0.03,0.235,1.315,0.29,0,169.58,2.5,0.09,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-010000000-0001,닭찜,D,음식,1,가정식(분석 함량),07,찜류,07010,닭찜,0701000,해당없음,070100000,해당없음,00,해당없음,107,80.1,12.37,6.09,0.87,0.6,0,0.8,12,0.61,113,166,224,5,5,0,0,0.207,3.687,0.2,0,66.22,0.98,0.02,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-014000000-0001,돼지갈비찜,D,음식,1,가정식(분석 함량),07,찜류,07014,돼지갈비찜,0701400,해당없음,070140000,해당없음,00,해당없음,194,64.9,13.29,12.32,2.04,7.44,0.13,3,30,0.96,162,332,478,45,3,503,0.72,0.263,17.683,0.96,0,50.07,3.68,0.13,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-022050000-0001,사태찜_쇠고기,D,음식,1,가정식(분석 함량),07,찜류,07022,사태찜,0702205,쇠고기,070220500,해당없음,00,해당없음,110,77.8,12.1,5.17,1.23,3.67,0.13,1.6,13,1.17,85,145,302,10,8,22,0.083,0.187,0,2.88,0,94.95,1.13,0.14,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-023050000-0001,수육_쇠고기,D,음식,1,가정식(분석 함량),07,찜류,07023,수육,0702305,쇠고기,070230500,해당없음,00,해당없음,166,63.8,28.43,4.94,0.82,2.04,0.11,4.7,6,3.38,126,134,31,13,11,16,0.067,0.297,1.25,0,0,88.3,1.89,0.26,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-025000000-0001,순대,D,음식,1,가정식(분석 함량),07,찜류,07025,순대,0702500,해당없음,070250000,해당없음,00,해당없음,187,56.2,2.75,3.64,1.72,35.73,1.39,1.9,17,3.33,55,33,604,1,0,14,0.268,0.055,2.955,0,0,26.24,1.12,0.02,3,식품의약품안전처,220,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-026000000-0001,아귀찜,D,음식,1,가정식(분석 함량),07,찜류,07026,아귀찜,0702600,해당없음,070260000,해당없음,00,해당없음,84,81.3,6.72,3.13,1.62,7.26,2.73,3.1,26,1.4,109,267,392,42,25,204,1.39,0.135,1.155,1.62,0,51.39,0.48,0.02,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-027000000-0001,애호박찜,D,음식,1,가정식(분석 함량),07,찜류,07027,애호박찜,0702700,해당없음,070270000,해당없음,00,해당없음,181,61.9,9.5,6.48,0.94,21.18,1.81,2.2,27,1.02,84,144,161,13,0,150,0.06,0.12,0,1.3,0,12.54,1.44,0.07,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-029110000-0001,옥수수_찐옥수수,D,음식,1,가정식(분석 함량),07,찜류,07029,옥수수,0702911,찐옥수수,070291100,해당없음,00,해당없음,185,55.3,6.68,2.42,1.37,34.2,2.36,5.7,5,1.56,209,306,90,1,0,7,0,0.16,0.35,3.7,0,0,0.29,0,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-032000000-0001,족발,D,음식,1,가정식(분석 함량),07,찜류,07032,족발,0703200,해당없음,070320000,해당없음,00,해당없음,233,56.2,26.04,13.91,2.96,0.93,0,2.3,735,1,643,206,345,5,5,0,0.584,0.128,3.804,0,0,91.72,4.66,0.06,3,식품의약품안전처,250,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-033000000-0001,코다리찜,D,음식,1,가정식(분석 함량),07,찜류,07033,코다리찜,0703300,해당없음,070330000,해당없음,00,해당없음,94,75.6,14.49,1.35,2.51,6.08,2.5,1.9,73,0.38,155,304,620,9,0,102,1.065,0.28,0,0,0,60.96,0.31,0.01,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-034130000-0001,콩나물찜_해물,D,음식,1,가정식(분석 함량),07,찜류,07034,콩나물찜,0703413,해물,070341300,해당없음,00,해당없음,56,86.2,6.67,1.01,1.17,4.97,0,2.5,38,0.65,86,186,223,26,0,309,0.31,0.11,2.25,9,0,64.85,0.21,0,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D107-035000000-0001,풋고추찜,D,음식,1,가정식(분석 함량),07,찜류,07035,풋고추찜,0703500,해당없음,070350000,해당없음,00,해당없음,51,85.9,2.31,0.99,2.49,8.27,1.44,4.1,25,0.55,56,297,708,29,0,354,0,0.07,0,0,0,0,0.14,0,3,식품의약품안전처,100,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-001000000-0001,가자미구이,D,음식,1,가정식(분석 함량),08,구이류,08001,가자미구이,0800100,해당없음,080010000,해당없음,00,해당없음,123,73.6,18.7,5.02,1.99,0.66,0,1.5,180,0.35,275,309,315,4,4,0,0,0.29,1.46,0.47,0,84.33,0.82,0.1,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-002110000-0001,갈비구이_쇠고기,D,음식,1,가정식(분석 함량),08,구이류,08002,갈비구이,0800211,쇠고기,080021100,해당없음,00,해당없음,241,56.1,25.91,14.55,1.84,1.59,0.26,1.8,34,3.92,179,273,402,6,3,38,0,0.513,3.123,0.87,0,77.75,5.62,0.6,3,식품의약품안전처,300,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-003020000-0001,갈치구이_기름,D,음식,1,가정식(분석 함량),08,구이류,08003,갈치구이,0800302,기름,080030200,해당없음,00,해당없음,138,70.6,21.54,5.48,1.81,0.6,0,6.7,12,0.47,237,418,297,44,44,0,0,0.08,4.15,0.96,2.29,87.96,1.31,0.05,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-004900000-0001,고등어구이_석쇠,D,음식,1,가정식(분석 함량),08,구이류,08004,고등어구이,0800490,석쇠,080049000,해당없음,00,해당없음,340,45.9,23.38,25.69,1.28,3.79,0,2.4,102,1.85,306,330,126,23,23,0,0.3,0.255,0.935,2.41,3.74,53.09,6.95,0.33,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-006110000-0001,곱창구이_쇠고기,D,음식,1,가정식(분석 함량),08,구이류,08006,곱창구이,0800611,쇠고기,080061100,해당없음,00,해당없음,184,64.8,14.89,11.73,3.85,4.71,1.11,2.1,29,1.51,165,272,1315,20,8,143,0.92,0.3,0.313,0.19,0,196.11,4.11,0.31,3,식품의약품안전처,150,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-007150000-0001,김구이_조미김,D,음식,1,가정식(분석 함량),08,구이류,08007,김구이,0800715,조미김,080071500,해당없음,00,해당없음,470,2.2,20.4,30.2,18,29,0.2,24,371,11.8,291,1214,4011,198,0,2380,0,0,0,69.8,0,0,3,0.2,3,식품의약품안전처,5,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-008040100-0001,꼬치구이_닭고기_대파,D,음식,1,가정식(분석 함량),08,구이류,08008,꼬치구이,0800804,닭고기,080080401,대파,00,해당없음,245,55.2,17.85,14.7,1.86,10.35,1.66,3.7,16,1.09,180,294,417,26,22,54,0,0.176,0,2.28,0,76.62,4.16,0.13,3,식품의약품안전처,170,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-009000000-0001,닭구이,D,음식,1,가정식(분석 함량),08,구이류,08009,닭구이,0800900,해당없음,080090000,해당없음,00,해당없음,257,49.9,26.21,13.39,2.71,7.8,0,4.2,28,0.85,263,399,751,31,31,3,0.138,0.306,0,0,0,119.18,3.75,0.05,3,식품의약품안전처,340,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-010000000-0001,닭발구이,D,음식,1,가정식(분석 함량),08,구이류,08010,닭발구이,0801000,해당없음,080100000,해당없음,00,해당없음,196,59.9,18.15,9.41,2.89,9.7,0.31,3,39,0.66,65,146,827,56,39,197,0.145,0.059,0,0,0,81.85,2.58,0.06,3,식품의약품안전처,220,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-011120000-0001,닭튀김_양념,D,음식,1,가정식(분석 함량),08,구이류,08011,닭튀김,0801112,양념,080111200,해당없음,00,해당없음,272,50.2,10.23,16.22,2.07,21.24,5.27,0.3,22,0.52,126,203,594,8,6,17,0,0.21,2.555,0.36,0,32.46,2.51,0.1,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-017000000-0001,떡갈비,D,음식,1,가정식(분석 함량),08,구이류,08017,떡갈비,0801700,해당없음,080170000,해당없음,00,해당없음,202,62.4,21.38,11.82,1.93,2.46,0.4,1.1,22,2.9,170,299,404,6,3,34,0,0.245,2.92,0.77,0,68.04,4.29,0.42,3,식품의약품안전처,200,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-018000000-0001,런천미트구이,D,음식,1,가정식(분석 함량),08,구이류,08018,런천미트구이,0801800,해당없음,080180000,해당없음,00,해당없음,303,51.4,17.56,24.38,3.41,3.27,1.71,2.3,32,0.54,281,409,954,6,6,0,0.463,0.075,14.756,14.44,0,35.69,9.01,0.16,3,식품의약품안전처,160,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
D108-019000000-0001,뱅어포구이,D,음식,1,가정식(분석 함량),08,구이류,08019,뱅어포구이,0801900,해당없음,080190000,해당없음,00,해당없음,374,18.4,34.37,15.17,6.96,25.07,15.91,7.6,1038,2.11,841,366,1479,57,2,656,0.429,0.114,0,0,10.2,469.76,3,0.11,3,식품의약품안전처,70,해당없음,1,분석,2020-03-31,2022-06-28,1471000,식품의약품안전처
