식품대분류명,식품명,대표식품명,식품중분류명,식품소분류명,식품세분류명,제목,재료,레시피
찌개 및 전골류,샤브샤브_쇠고기,샤브샤브,쇠고기,해당없음,해당없음,Easy shabu-shabu when guests come,"Vegetables, mushrooms, beef shabu-shabu, konjac, carrot, tofu, tteokbokki rice cake, bean sprout, vinegar, water, anchovy for broth, kelp (10x10cm), green onion, radish, soy sauce, minced garlic","Put the anchovies for broth in a pot heated over low heat and stir-fry to remove the fishy smell. Add water, kelp, green onion, and radish and boil over high heat. 7C of water, 15 anchovies for broth, 1 kelp (10x10cm), 1 green onion, 100g radish When the pot boils, reduce the heat to medium and simmer for another 5 minutes, then remove the kelp and boil for another 10 minutes. Sift through a sieve and pour the broth into the shabu-shabu pot. Cut the konjac into 0.5cm thick slices, put a sheath in the center and twist it to form a shape, then put it in boiling water with vinegar and blanch it to get rid of the bad smell. Add soy sauce and minced garlic to a pot and boil. 2 handfuls of vegetables, 2 handfuls of mushrooms, 200g for beef shabu-shabu, 1/4 carrot, 1/2 cup of tofu, 1/2 handful of tteokbokki rice cakes, 1 handful of bean sprouts, 1T soy sauce , When the minced garlic 1/2T broth boils, reduce the heat to medium-low, add the ingredients little by little and cook with the prepared sauce."
찌개 및 전골류,쇠고기전골,쇠고기전골,해당없음,해당없음,해당없음,in,in,in
찌개 및 전골류,순두부찌개_김치,순두부찌개,김치,해당없음,해당없음,A combination of spicy kimchi and soft tofu! Kimchi Sundubu Jjigae!!,"Kimchi, soft tofu, green onion 10cm, egg, anchovy kelp stock, sesame oil, red pepper powder, minced garlic, soy sauce, salt, pepper","Cut the kimchi into bite-size pieces and cut the green onion into pieces. Prepare 1 cup of kimchi and 1 set of 10 cm green onion. Put sesame oil in a heated pot, and add minced garlic and red pepper powder to fry. put it in and fry Add anchovy kelp stock to step 3 and boil it for a while. Add soft tofu and soy sauce to 4 500ml of anchovy kelp stock and boil a little more. 1 pack of soft tofu, 1/2T soy sauce Put eggs and green onions in a pot that boils a little bit and finish it. 1 egg If the seasoning is insufficient, add salt or salted shrimp."
찌개 및 전골류,오리백숙,오리백숙,해당없음,해당없음,해당없음,in,in,in
찌개 및 전골류,오리탕,오리탕,해당없음,해당없음,해당없음,in,in,in
찌개 및 전골류,오징어찌개,오징어찌개,해당없음,해당없음,해당없음,in,in,in
찌개 및 전골류,우동_볶음,우동,볶음,해당없음,해당없음,A rising power to threaten kimchi fried rice! Kimchi Fried Udon,"Udon noodles, kimchi, green onion, bacon, cooking oil, water, seaweed powder, soy sauce 1/2T, red pepper powder, sesame oil","Prepare by slicing green onion and bacon finely. Prepare kimchi by cutting 1/2 cup of green onion and 3 strips of bacon. Prepare 1 cup of kimchi. Turn off the heat, and put green onion and cooking oil in a pan. Heat 1/2 cup of green onion and 2T cooking oil in a pan. Turn on and stir-fry, and when the green onion dies, add bacon. When the green onion turns golden brown, add soy sauce and press. Add kimchi and red pepper powder to 1+1/2T 5 soy sauce and stir-fry to complete kimchi stir-fry. Put kimchi stir-fry and udon noodles in 1T red pepper powder pan, add water, and loosen the noodles. Stir-fry. 1 bag of commercially available udon noodles, a little water If water is not enough, add little by little and stir-fry. When the seasoning is full and the noodles are shiny, turn off the heat and sprinkle with seaweed powder and sesame oil to finish. A little seaweed powder, 1T sesame oil"
찌개 및 전골류,청국장찌개,청국장찌개,해당없음,해당없음,해당없음,in,in,in
찌개 및 전골류,추어탕,추어탕,해당없음,해당없음,해당없음,in,in,in
찌개 및 전골류,콩비지찌개,콩비지찌개,해당없음,해당없음,해당없음,"If you boil soybean paste stew and eat it with rice, that's the honey!","Bean curd, pork (for stew), minced kimchi, minced garlic, sun-dried green onion, perilla oil, cooking oil, red pepper powder, salted shrimp, pepper","Put perilla oil and cooking oil in a pot, add pork and kimchi and stir-fry. Add 1 cup of water and bring to a boil. Season with red pepper powder, pepper, minced garlic and salted shrimp. Add the bean curd Add green onion and cook for a while until done."
찌개 및 전골류,호박찌개_고추장,호박찌개,고추장,해당없음,해당없음,Pork zucchini stew with sweet zucchini flavor,"Zucchini, onion, green onion, tofu, pork leg meat, cheongyang pepper, red pepper, anchovy kelp stock, 1+1/2 tablespoons red pepper paste, red pepper powder, minced garlic, soy sauce, cooking wine, salt, pepper","Cut tofu, onion, and zucchini into bite-size pieces, and cut green onion, cheongyang pepper, and red pepper diagonally. Add the seasoning ingredients to the pork and season it. Heat a little oil in a pan and fry the pork. When the meat is cooked, add the seasoning ingredients and broth and bring to a boil. If you have salted shrimp, add 1/2 tsp. When the broth boils, add the zucchini and onion and simmer over medium heat for 10 minutes. You can also add a full-fledged egg instead of the broth to flavor the deep stew. Add tofu, green onion, cheongyang pepper, and red pepper to finish. Add salt for insufficient seasoning."
찜류,가오리찜,가오리찜,해당없음,해당없음,해당없음,in,in,in
찜류,갈비찜_쇠고기,갈비찜,쇠고기,해당없음,해당없음,Easy with a rice cooker! Steamed Pork Rib Back Ribs♥,"Back ribs, barbecue sauce, oligosaccharide, soy sauce, minced garlic, minced ginger, rice wine, ketchup, parsley powder","Soak the back ribs in cold water for about 1 hour to drain the blood. Put the seasoning ingredients in a 1kg bowl of back ribs and mix to prepare the seasoning. 1/2T Minced Ginger , 2T Cheongju , 3T Ketchup If you don't like sweetness, add 1/4 cup of oligosaccharide Put a little sauce in the rice cooker, put the meat side down, sprinkle the sauce on top, and put the meat and sauce one by one. Press the cook button in the rice cooker to make pork ribs. When cooking is complete, put it in a bowl and sprinkle parsley powder to finish. A little parsley powder"
찜류,감자_찐감자,감자,찐감자,해당없음,해당없음,A fantastic combination of potatoes and cheese! Simple yet classy hash brown gratin,"Hash brown (frozen potato), olive oil, tomato sauce, shredded mozzarella cheese, parmesan cheese powder, spinach, minced garlic, salt, shredded onion, minced garlic, butter 1/2 tbsp, flour, salt, parmesan cheese powder, pepper","Heat olive oil (2 tablespoons) in a hot pan and fry the shredded onion and minced garlic (½ tablespoon). Pour in 3 portions and boil while stirring. 1+1/2 tablespoons of butter, 1 tablespoon of flour, 1 cup of milk When the consistency starts to thicken, sprinkle with Parmesan cheese powder, salt and pepper powder. A little salt, Parmesan cheese powder Heat 2 tablespoons of olive oil in a separate pan with a little bit of pepper and fry the hash browns on both sides until golden. Drizzle with olive oil one more time, then add spinach, minced garlic, salt and pepper and stir-fry 2 handfuls of dried spinach, 1/2 tablespoon of minced garlic, and a little bit of salt Spread the tomato sauce on the bottom of the oven container first, and then add hash browns and stir-fry spinach in layers. Put in. 2/3 cup of tomato sauce Pour the prepared white sauce. Sprinkle shredded mozzarella cheese and then sprinkle parmesan cheese once more. 1/2 cup shredded mozzarella cheese, 1 tablespoon parmesan cheese powder Bake in an oven preheated to 190 degrees for 10 minutes. Preheat oven to 190 degrees."
찜류,고구마_찐고구마,고구마,찐고구마,해당없음,해당없음,A sweet and soft dessert that comforts me! Croque Monsieur with Sweet Potato Cream,"Bread, sliced ​​ham, sliced ​​cheddar cheese, emmental cheese or mozzarella pizza cheese, small boiled sweet potato, butter, chopped onion for 1/4 piece, flour, milk, salt, pepper","Peel the boiled sweet potatoes and mash them with a fork. 1 small boiled sweet potato. Put butter, minced onion, and flour in a pan over low heat and fry for 1 minute, then pour in the milk in 3 to 4 portions. Butter (1 tbsp), minced onion (1/4 pieces), flour (1 tbsp), milk (1 cup). When it dissolves without lumps, add salt and pepper powder and boil until thickened. Turn off the heat. Salt (a little), pepper powder ( little) Add mashed sweet potato and mix. Spread sweet potato cream (2 tbsp) on white bread, put sliced ​​cheddar cheese and ham, and cover with the remaining bread. 1 Cheddar cheese, 2 ham, 2 slices of white Bread Add a generous amount of sweet potato cream and add Emmental Cheese or Mozzarella Pizza Cheese Sprinkle. 2/3 cup of Emmental Cheese or Mozzarella Pizza Cheese Bake for 7 to 8 minutes in an oven preheated to 200 degrees."
찜류,깻잎찜,깻잎찜,해당없음,해당없음,해당없음,Our table summer keeper! Making a super simple layered steamed sesame leaf,"Sesame leaves, shredded onion, green pepper, red pepper, red pepper, sugar, red pepper powder, 2+1/2 tablespoons soy sauce, canary sauce, water, minced garlic","Make seasoning sauce in a bowl. [Sauce] 2/3 tablespoons sugar + 2 tablespoons red pepper powder + 2 1/2 tablespoons soy sauce + 1 tablespoon canary sauce + 3 tablespoons water + 2/3 tablespoons minced garlic Shortly shredded onion and chopped red pepper Add 1/2 onion, cut into pieces, 2 green peppers, 1 red pepper, sliced ​​Songsong 2 to 3 sesame leaves in a microwaveable bowl, apply the seasoning sauce layer by layer. Wrap it up and put it in the microwave for 2-3 minutes (based on W700) to finish."
찜류,꼬막찜,꼬막찜,해당없음,해당없음,해당없음,I have to use chopsticks with a motor on my arm!! Seasoned scallop stew,"Cockle, coarse salt, sake, soy sauce, red pepper powder, sugar, minced garlic, minced green onion, sesame oil, crushed sesame, minced cheongyang pepper","Add 1/4 cup of salt to the cockle, cover with a black bag or wrap with cooking foil to release it for at least 30 minutes. Wash the cockle with 600g of salt and 1/4 cup of salt and rub it in clean water. Put seasoning ingredients in a bowl and make seasoning sauce. Seasoning ingredients: 3T soy sauce, 1T red pepper powder, 1/2T sugar, 1/2T minced garlic, 1T minced green onion, 1/2T sesame oil, 1/2T crushed sesame seeds, minced green pepper Put the cleaned cockle in 1T bowl of boiling water, add 2T of sake, stir in one direction, and when the cockle starts opening its mouth, turn off the heat and drain it through a sieve. The cockle is easily ripped off by turning the back part slightly with a spoon. Add the seasoning sauce little by little to the cockle with the lid removed."
찜류,꽈리고추찜,꽈리고추찜,해당없음,해당없음,해당없음,Making simmered chilli peppers that will bring back the taste even after leaving the house!,"2 handfuls of red pepper (100g), flour, soy sauce, red pepper powder, ground garlic, minced green onion, sesame oil, sesame","Cut off the top of the red pepper and wash it thoroughly. 2 handfuls (100g) of red peppers (100g) Put red peppers and flour in a disposable plastic bag, close the entrance, shake and coat with flour. Add 2 tablespoons of flour to a disposable plastic steamer and steam for about 5 minutes. Tip ? When you open the lid, the flour becomes transparent and the red pepper turns yellow. Take it out before it turns yellow. Put all the seasoning ingredients in a steamer bowl and mix and prepare. 2 tablespoons soy sauce, 1 tablespoon red pepper powder, 1/3 tablespoon ground garlic, 1 tablespoon chopped green onion, sesame oil 1/2 tbsp, 1/2 tbsp sesame seeds Pour seasoning sauce over steamed red pepper and mix to finish."
찜류,달걀찜_새우젓,달걀찜,새우젓,해당없음,해당없음,Steamed pudding egg! Make it like this!,"Kelp (5x5cm), water 1+1/4C, egg, salted shrimp broth, cooking wine, scallion, chives, shredded red pepper","Soak the kelp in water for 15 minutes and drain it. 1 kelp (5x5cm), 1+1/4C water in a bowl, add eggs, salted shrimp broth, and cooking wine. Strain 1T bowl of cooking wine once through a sieve. Put it in a heat-resistant container and cover it with cooking foil. Put it in a steamer with enough steam in a heat-resistant container and cooking foil, and cook on medium heat for 2 minutes -> Reduce heat to low and steam for 8 minutes. Open the lid on low heat and check if the top is firm, add the garnish, cover the lid and cook for a little longer for 3-5 minutes. There is a difference, so check the degree of ripeness and adjust. If the wet egg doesn't come out when you poke it with a chopstick, it's cooked to the core."
찜류,닭찜,닭찜,해당없음,해당없음,해당없음,in,in,in
찜류,돼지갈비찜,돼지갈비찜,해당없음,해당없음,해당없음,It keeps getting spicy ㅠㅠ ♥Spicy Pork Ribs Steamed,"Pork ribs, green onion, soju or sake, onion, cheongyang red pepper, red pepper paste, red pepper powder, cooking wine, soy sauce, sugar, pepper, minced garlic, bay leaf","Soak the pork ribs in cold water for about an hour to drain the blood and cut the green onion into large pieces. Put the seasoning ingredients in a bowl to make the sauce. Put the ribs in a pot, pour enough water to submerge the ribs, add soju or cheongju, and bring to a boil.? If you add bay leaves, it is good to get rid of the smell of pigs. Prepare the ribs by rinsing them thoroughly in cold water. Put the ribs in a pot, pour water and boil over high heat for about 20 minutes. When the ribs are fully cooked, add the seasoning sauce and simmer. When the soup is made by yourself, add green onion, onion, and cheongyang pepper, mix, and boil for a bit."
