id,name,summary,ingre,recipe
33,고급스러운 브런치를 원한다면 무화과버터&잠봉뵈르,"반건조로 만든 무화과버터에잠봉뵈르햄, 고다치즈를 넣어 만든무화과버터&잠봉뵈르!고급스러운 브런치를 원한다면한 번 만들어보는건 어떨까요?","반건조무화과, 레드와인, 황설탕, 버터, 다진호두, 꿀, 와인무화과, 바게트빵, 잠봉뵈르햄, 고다치즈, 무화과버터, 소금, 후추","[와인 무화과]반건조 무화과는 꼭지를 잘라낸 뒤 4등분으로 잘라요.반건조 무화과는 물에 깨끗이 헹궈서 준비하고, 건조 무화과를 사용할 경우 너무 딱딱하지 않을 정도로 물에 불려요. 냄비에 무화과, 레드와인, 설탕을 넣고 졸인 뒤 식혀요.와인 당도에 따라 설탕을 조절해서 넣어요. [무화과 버터] 실온에 둔 버터를 으깨서 부드럽게 풀어요. 와인 무화과, 다진 호두, 꿀을 넣고 섞어요.와인 무화과를 작게 잘라서 넣어야 골고루 섞여요. 랩 위에 버터를 덜어준 뒤, 돌돌 말아 모양을 만들고 냉장고에서 굳혀요. 단단하게 굳은 무화과 버터를 잘라요.  바게트 빵 사이에 무화과 버터> 소금, 후추> 햄> 치즈 순으로 올려요."
34,[만개백과] EP. 17 먹을때마다 감동인 꼬막비빔밥,요리 초보도 따라할 수 있는 요리 바이블 ‘만개백과’만개가 알려주는대로 따라하면요리 초보도 쉽게 만들 수 있어요!맛있는 꼬막 무침을 밥 위에 올려 슥슥~맛있는 한끼 밥상 ‘꼬막비빔밥’오늘도 맛있게 드세요 ^^,"꼬막, 밥, 깻잎, 상추, 고추장, 고춧가루, 간장, 다진마늘, 설탕, 깨소금, 참기름, 다진대파","찬물에 소금 1숟가락을 넣고 녹인 후 깨끗이 헹군 꼬막을 넣어 쿠킹 호일로 어둡게 만들어 해감해요.약 20분 이상 해감해요. 해감된 꼬막을 이용하면 편리해요. 냄비에 물을 붓고 꼬막을 넣어 한쪽으로 저어가며 삶아내요.저으면서 끓이면 꼬막이 한쪽으로 쏠려 껍질 제거에 좋아요. 삶은 꼬막은 잠시 식혀 껍질을 분리해요.입을 벌리지 않은 꼬막은 숟가락을 이용해 껍질을 벗겨요. 껍질을 제거한 꼬막에 분량의 양념 재료를 넣어 버무려요.껍질을 제거한 꼬막이 지저분 하다면 물에 가볍게 헹궈 사용해요. 깻잎, 상추는 채 썰어 준비해요.채소는 기호에 따라 양파, 당근, 미나리등을 준비해도 좋아요. 그릇에 밥, 양념꼬막, 채소를 올려 완성해요."
35,무생채를 넣고 맛있게 비빈 삼겹살비빔밥,빠르고 간단하게 집밥 만드는 법!지난번 만들었던 무생채을 넣어더욱 맛있는 삼겹살 비빔밥!갖은 야채에 삼겹살까지슥슥 비벼서 맛있게 드세요!,"삼겹살, 배추, 상추, 깻잎, 무생채, 고추장, 참기름, 쌈장, 달걀","상추, 배추, 깻잎은 채 썰어 준비해요.생채소는 기호에 따라 준비해 주세요. 삼겹살은 예열된 팬에 노릇하게 구워 잘게 잘라요.  그릇에 밥을 올리고 상추, 배추, 깻잎, 삼겹살, 무생채를 올려요. 바이마르 세라믹 트레이 고추장, 쌈장, 참기름을 넣고 기호에 따라 달걀후라이를 올려 완성해요.양을 조절하여 고추장과 쌈장을 1:1로 넣어주세요."
36,슥슥 비벼먹는 일본식 비빔면 ‘마제소바’,"슥슥 비벼먹는 일본식 비빔면!맛간장에 고기볶음, 계란노른자까지노른자를 톡하고 터뜨려서 비벼먹으면부들부들 호로록 넘어가는 마제소바 완성~","돼지고기다짐육, 부추, 쪽파, 다진마늘, 우동면, 김가루, 산초가루, 달걀노른자, 간장, 맛술, 다시마, 설탕, 가쓰오부시, 고추기름, 다진마늘, 굴소스, 맛간장, 두반장1+1/2숟가락, 설탕, 맛술, 후추, 다시마, 식초, 설탕","[다시마식초] 볼에 식초와 설탕을 넣고 가볍게 섞은 다음 다시마를 넣어요. [맛간장] 냄비에 맛간장 재료를 넣고 한소끔 끓인 다음 불을 끄고 가쓰오부시를 넣어요.체에 걸러서 사용해요 부추와 쪽파는 쫑쫑 썰어 함께 담아요.  팬에 고추기름, 다진마늘, 돼지고기 다짐육을 넣고 볶다가 양념을 넣고 자작하게 볶아요.  끓는 물에 면을 삶고 찬물에 헹궈요.  면에 맛간장 3숟가락, 고추기름 2숟가락을 넣고 비벼준 다음 그릇에 담아요.싱거우면 간장을 추가해요 부추, 파, 김, 다진마늘, 산초가루, 볶아둔 고기를 담고 달걀노른자를 올려 마무리해요.먹을 때 다시마 식초를 살짝 뿌리면 감칠맛이 나요"
37,빠르고 간단하게 집밥 만드는 법! 무생채편,빠르고 간단하게 집밥 만드는 법!김치없어도 걱정 하지마세요~순식간에 만드는 무생채로 반찬 걱정 끝!,"무, 물엿, 소금, 고춧가루, 멸치액젓, 다진마늘, 설탕, 통깨, 쪽파","무는 얇게 채 썰어 준비해요.채칼을 이용해도 좋아요. 채 썬 무는 물엿, 소금을 넣어 버무려 약 5분 이상 절여요.물엿을 넣어 절이면 더 꼬들꼬들한 무생채를 만들 수 있어요. 절여놓은 무는 물기를 제거해요 볼에 물기를 제거한 무, 분량의 양념 재료를 넣어 버무려 완성해요.쪽파 또는 대파를 넣어도 좋아요."
38,밥에 얹어먹어도 좋은 팽이버섯장조림,꼬똑꼬독 씹는 맛이 너무 좋은 팽이버섯고기와 함께 구워먹어도 맛있지만간장에 조려서 밥에 얹어먹어도 좋아요!,"팽이버섯, 양파, 청양고추, 간장, 설탕, 물","세척한 팽이버섯은 밑동을 자른 후 먹기 좋게 찢는다  청양고추는 송송 썰고 양파는 다진다  팬에 간장, 설탕, 물을 1:1:1 비율로 넣고 끓인다  끓는 간장물에 팽이버섯과 양파, 청양고추를 넣고 끓인다청양고추는 취향에 맞게 생략 가능해요 국물이 자작할 정도로 졸인다밥에 장조림, 노른자를 올려 비벼먹으면 맛있어요"
39,부치지말고 조려보세요~ 분홍소세지조림,누구나 좋아하는 분홍소세지항상 부쳐서 먹으면 질리기 마련이죠!그래서 준비한 분홍소세지조림!청양고추도 넣어 알알한 맛을 더해밥반찬으로 딱이에요!,"소세지, 청양고추, 물, 식용유, 고추장, 굴소스, 고춧가루, 올리고당, 다진마늘, 참기름","소세지는 두툼하게 썰고 청양고추는 송송 썬다  고추장, 굴소스, 고춧가루, 올리고당, 다진마늘, 참기름을 섞어 양념을 만든다 팬에 식용유를 두르고 소세지를 앞뒤로 굽는다  양념을 넣고 볶는다  물을 넣어 약한불로 졸이듯 볶다가 청양고추를 넣고 볶는다"
40,고소한 맛이 매력적인 황치즈옥수수스콘,초보 베이커들의 친구 스콘!황치즈 가루로 색을 넣고옥수수콘까지 넣어서 맛을 더했어요황치즈 글레이즈에 파슬리 가루까지살짝 얹어주면 황치즈옥수수스콘 완성!,"밀가루박력분, 황치즈가루, 베이킹파우더, 버터, 설탕, 소금, 달걀, 생크림, 옥수수콘, 파슬리가루, 슈가파우더, 황치즈가루, 우유","달걀을 풀고 생크림을 넣어 섞은 뒤, 냉장고에 넣어 차게 유지해요. 쿠진아트 스테인리스 스틸 키친툴 5종세트 밀가루, 황치즈가루, 베이킹파우더, 소금, 설탕을 함께 섞어요. 푸드 프로세서에 가루와 차가운 버터를 모두 넣고 알갱이가 보이지 않을 때까지 갈아요.푸드프로세서가 없는 경우 스크래퍼를 이용하여 잘게 다져요. 섞어 둔 달걀물을 반죽에 2~3번에 나눠 넣어 자르듯이 섞고, 콘옥수수를 넣어 섞어요.달걀물은 3숟가락 남겨요. 반죽을 손으로 뭉치고 잘라서 포개가며 층을 만든 뒤, 한덩이로 만들어요. 랩을 씌워서 냉장고에서 1시간 휴지한 후 6등분으로 잘라서 팬닝해요. 반죽 위에 남겨둔 계란물을 바르고, 180도로 예열된 오븐에 17~20분간 구워요.오븐 슈가파우더, 황치즈가루를 볼에 담아 섞고, 우유를 넣어서 글레이즈를 만들어요. 구운 스콘 위에 글레이즈와 파슬리가루를 뿌려 완성해요."
41,반찬으로도 좋고 안주로도 좋고~ 닭갈비 떡볶이,닭갈비와 잘어울리는 떡떡와 어묵을 넣어 닭갈비와 떡볶이가 만났어요.닭갈비와 떡의 조합이반찬으로도 좋고 안주로도 좋고~,"닭다리살, 떡볶이떡, 어묵, 양파, 양배추, 깻잎, 통깨, 식용유, 고추장, 고춧가루, 간장, 설탕, 올리고당, 다진마늘, 후추, 고추장, 고춧가루, 설탕, 간장, 물","분량의 양념 재료를 섞어 닭갈비 양념을 만든다  양념에 닭다리살을 넣고 버무린 후 10분이상 재운다 양파와 양배추, 어묵은 한입 크기로 썰고 깻잎은 얇게 채썬다 헹켈 5스타 5종 블럭세트(엠보식도) HK30133-005 분량의 양념 재료를 섞어 떡볶이소스를 만든다  식용유를 두른 팬에 재워둔 닭다리살을 넣고 볶는다  고기가 반정도 익으면 떡, 양파, 양배추를 넣고 볶는다  야채 숨이 죽으면 떡볶이소스, 어묵을 넣어 끓인다 깻잎채를 올리고 통깨를 뿌려 완성한다"
42,[뉴스턴트] 요리를 새롭게! 더 맛있게! 해물쟁반짜장,요리를 새롭게! ‘뉴스턴트’기성품을 활용해 더 맛있게!블랙데이에는 짜장면 먹어야 한다는데~만개에서 중국집 부럽지 않은 쟁반짜장한 번 만들어볼래요?,"짜파게티, 해물믹스, 양파, 부추, 물, 고추기름, 완두콩, 오이, 고춧가루, 계란","양파와 부추는 한입 크기로 썬다  짜파게티 면을 삶은 후 찬물에 헹군다면은 퍼지지 않게 덜 익혀주세요 고추기름을 두른 팬에 해물과 양파를 넣고 볶는다  양파가 투명해지면 물, 짜장스프, 후레이크를 넣고 끓인다 짜장소스가 졸아들면 삶은 면과 부추를 넣고 볶는다 계란후라이, 완두콩, 오이, 고춧가루 원하는 토핑을 올려 완성한다"
43,감칠맛이 폭발하는 참치액 활용 甲 레시피,"비린 맛은 잡고, 요리의 감칠맛은 제대로 살린 백설 참치액!'한 스푼'으로 우리집 요리 퀄리티가 업그레이드 된답니다.백설 참치액 진&순으로 한식부터 양식, 일식 등모든 요리 종류와 개인 취향에 따라 매일 다양하게 활용해보세요 :)> 백설 참치액 진 : https://bit.ly/36HILjl> 백설 참치액 순 : https://bit.ly/393PsNs","김치, 삼겹살, 대파, 양파, 두부, 멸치다시마육수, 다진마늘, 고춧가루, 참치액진, 설탕, 꼬치어묵, 양파, 무, 대파, 멸치다시마육수, 참치액순, 국간장, 다진마늘, 후추, 모둠해물, 표고버섯, 떡볶이떡, 양파, 대파, 참기름, 통깨, 참치액진, 간장, 설탕, 물엿, 맛술, 다진마늘, 후추, 물","[김치찌개 만들기] 김치를 한 입 크기로 썰어요.  양파는 굵게 채 썰고, 대파는 어슷 썰고, 두부는 한 입 크기로 썰어요.  냄비에 삼겹살을 노릇하게 구워 한 입 크기로 잘라요.  김치, 설탕을 넣어 볶아요. 육수를 넣고 한소끔 끓여요. 다진 마늘, 고춧가루, 양파를 넣고 한소끔 더 끓여요. 백설 참치액을 넣어 감칠맛을 더하고 대파를 넣어요. [꼬치어묵탕] 1. 무를 큼직하게 썰고 대파는 송송 썰어요. 2. 냄비에 무, 육수를 넣고 한소끔 끓여요. 3. 끓어오르면 어묵, 양파를 넣어요. 4. 다진 마늘, 국간장, 후추로 밑간해요. 5. 백설 참치액을 넣어 감칠맛을 더하고 대파를 넣어요. [간장떡볶이] 1. 표고버섯, 양파는 채 썰고 대파는 반 잘라 약 5cm 길이로 썰어요. 2. 볼에 양념 재료를 넣고 섞어요. 3. 팬에 기름을 두르고 양파, 대파를 볶아요. 4. 버섯, 떡, 해물을 넣고 한 번 더 볶아요. 5. 양념장을 부어 버무려요. 6. 백설 참치액을 넣어 감칠맛을 더하고, 참기름과 통깨를 뿌려요."
44,"봄쑥을 색다르게 즐기는 법, 쑥튀김",봄하면 떠오르는 다양한 먹거리가 있는데요.그중 쑥은 국이나 버무리 등 다양하게 활용됩니다.이번엔 버무리와 국이 아니라맛있게 튀겨서 먹는 방법을 소개해드릴게요.,"쑥, 튀김가루, 탄산수, 튀김유, 설탕, 간장, 식초, 고춧가루, 통깨","쑥은 깨끗하게 헹군 후 체에 밭쳐 물기를 가볍게 제거한다 쑥에 튀김가루 1~2숟가락을 넣고 살살 버무린다튀김가루를 입혀주면 수분기를 잡아주고 반죽이 더 잘 묻어요! 튀김가루에 차가운 탄산수를 1:1 비율로 넣고 섞는다반죽에 탄산수나 맥주를 넣으면 튀김이 더 바삭해져요 튀김반죽에 쑥을 넣어 골고루 묻힌다반죽의 농도는 주르륵 흐르는 정도가 적당해요 예열된 기름에 반죽된 쑥을 넣고 빠르게 튀긴다짧은 시간에 빠르게 튀겨주면 더 바삭해요 취향에 따라 설탕을 뿌려먹거나 간장소스를 찍어먹는다간장소스 recipe. 간장 1숟가락, 식초 1숟가락, 고춧가루 1/3숟가락, 통깨 살짝"
45,[TV속요리] 마이노가 만들어 더욱 궁금했던 밤잼토스트,송민호가 먹어 다들 맛을 궁금해했던코름데마롱 밤잼으로 만드는 밤잼토스트밤잼에 감자샐러드 거기에 치즈까지!어떻게 이렇게 맛있지?,"식빵, 감자샐러드, 밤잼, 체다치즈, 피자치즈, 버터",팬에 버터칠을 한 후 식빵을 올린다  식빵에 감자샐러드를 펴바른다 체다치즈를 올린다 밤잼을 펴바른다  피자치즈를 골고루 뿌린다 빵을 덮어 3~4분 굽는다
46,달콤한 오렌지소스가 매력적인 오렌지치킨,달콤한 오렌지소스가 매력적인 치킨닭가슴살을 맛있게 튀겨오렌지소스와 함께 끓여주세요향긋하고 맛있는 오렌지치킨으로오늘 저녁을 맛있게 꾸며보세요.,"닭가슴살, 소금, 후추, 맛술, 튀김가루, 옥수수전분, 달걀, 물, 식용유, 식용유, 다진마늘, 다진생강, 홍고추, 오렌지즙1+1/2종이컵, 황설탕, 식초, 간장, 오렌지제스트, 참기름, 전분, 물","씨를 뺀 홍고추는 굵게 다져 다진 마늘, 다진 생강과 따로 빼두고 나머지 소스 재료를 미리 섞어요.오렌지를 베이킹소다로 문질러 깨끗이 닦아 껍질은 제스트로, 과육은 오렌지 주스로 사용해요.벨르썸 엔드그레인 티크 도마 닭 가슴살은 한 입 크기로 잘라 밑간해요. 튀김가루, 옥수수전분, 물, 달걀, 식용유를 넣고 섞어 튀김 반죽을 만든 후 닭고기에 반죽 옷을 입혀요.반죽 농도를 보고 물을 추가해요. 170도로 예열된 기름에 넣고 1차로 튀긴 후, 2차로 바삭하게 튀겨요.  팬에 식용유를 두르고 다진 마늘, 다진 생강, 홍고추를 넣고 볶다가 섞어둔 소스를 부어 끓여요.  전분물을 넣고 농도를 맞추고 튀긴 닭고기를 넣어 볶아요."
47,"제티 체크쿠키 & 제티설기 만들기, 달콤한 그 맛을 디저트로!",동화 속에서 톡하고 튀어나온 듯한알록달록 달콤한 비주얼 제티 체크쿠키!4가지 맛의 제티로 쉽고 맛있는 제티 체크쿠키와할매입맛 사로잡는 제티설기까지 만들어보세요.제티 구매하러 가기??> https://url.kr/1cvgrt,"무염버터, 박력분, 슈가파우더, 소금, 달걀노른자, 바닐라익스트랙, 무염버터, 박력분, 제티, 소금, 달걀노른자, 바닐라익스트랙, 제티초코, 제티딸기, 제티바나나, 제티쿠키앤초코, 습식멥쌀가루, 물, 소금","[기본 반죽] 상온에 둔 버터를 거품기로 부드럽게 풀어요. 버터에 슈가파우더(or 설탕), 소금을 넣고 섞어요. 박력분을 체에 받쳐 섞고, 반죽을 만들어요.  반죽을 뭉쳐 냉장고에 넣고 1시간 휴지시켜요. [제티 반죽] 상온에 둔 버터를 거품기로 부드럽게 풀어요. 버터에 제티 2봉, 소금을 넣고 가루가 녹도록 섞어요.초코, 딸기, 바나나, 쿠키앤초코 제티를 각각 넣어 4개의 반죽을 만들어요. 박력분을 체에 받쳐 섞고, 반죽을 만들어요. 반죽을 뭉쳐 냉장고에 넣고 1시간 휴지시켜요. [체크쿠키 모양 만들기] 휴지시킨 반죽을 밀대로 1cm 두께가 되도록 밀어요.  초코 반죽에 달걀흰자를 바르고 기본 반죽을 올려요. 반죽을 1cm 간격으로 잘라요. 자른 반죽 위에 달걀 흰자를 바르고, 색이 엇갈리도록 다른 반죽을 올려 붙여요.반죽이 너무 무르면 썰기 쉽게 잠시 냉동보관해요. 반죽을 일정한 간격으로 썰어요. 160도로 예열한 오븐에 10분간 구워요. (오븐 사양에 따라 조절)오븐 [4단 설기 만들기] 습식 멥쌀가루에 물을 조금씩 넣고 양손으로 비벼가며 섞어요.물을 한 숟가락씩 넣어가며 반죽이 뭉치는 상태를 확인해요. 반죽을 4등분해요. 반죽마다 체를 이용해 제티와 소금을 넣어 반죽과 함께 2번정도 곱게 내려요. 무스 틀이나 실리콘 몰드로 반죽 가루를 4단으로 올려요.  끓는물에 찜기를 올리고, 한 김 올라오면 20분간 쪄요.  불을 끄고 5분간 뜸을 들인 뒤 꺼내요."
