id,카테고리명,분류기준,식품명,설명,ingre,recipe
45,간식,빵류,밤잼토스트,It is toast with jam made from boiled chestnuts and mashed with sugar.,"Bread, potato salad, chestnut jam, cheddar cheese, pizza cheese, butter",Butter the pan and put the bread on the bread Spread the potato salad on the bread Spread the cheddar cheese Spread the chestnut jam Spread the pizza cheese evenly Cover the bread and bake for 3 to 4 minutes
46,양식,튀김류,오렌지치킨,This is a dish of fried chicken thighs tossed in sweet and sour orange sauce.,"Chicken breast, salt, pepper, cooking wine, tempura powder, corn starch, egg, water, cooking oil, cooking oil, minced garlic, minced ginger, red pepper, orange juice 1/2 cup, brown sugar, vinegar, soy sauce, orange zest, Sesame oil, starch, water","Coarsely chop the deseed red pepper, separate from the minced garlic and minced ginger, and mix the rest of the sauce ingredients in advance. Rub the orange with baking soda and clean it to use the zest for the peel and the orange juice for the pulp. Bellesum End Grain Teak Cutting Board Cut the chicken breast into bite-size pieces and marinate. Mix frying powder, cornstarch, water, egg, and cooking oil to make a batter, then coat the chicken with the dough. Check the dough consistency and add water. Put it in oil preheated to 170 degrees and deep-fry it the first time, then deep-fry it the second time. Heat cooking oil in a pan, add minced garlic, minced ginger, and red pepper, stir-fry, pour in the mixed sauce and bring to a boil. Add starch water to adjust the consistency, add fried chicken and stir-fry."
47,간식,쿠키/떡류,제티체크쿠키&제티설기,Use Jetty Cookies & Chocolate and Jetty Strawberry flavors to make cookies and snow cakes that kids love.,"Unsalted Butter, Soft Flour, Sugar Powder, Salt, Egg Yolk, Vanilla Extract, Unsalted Butter, Soft Flour, Jetty, Salt, Egg Yolk, Vanilla Extract, Jetty Chocolate, Jetty Strawberry, Jetty Banana, Jetty Cookie & Choco, Wet Non-Wheat Rice Flour , water, salt","[Basic dough] Soften the butter at room temperature with a whisk. Add sugar powder (or sugar) and salt to the butter and mix. Mix the soft flour through a sieve and make a dough. Knead the dough and put it in the refrigerator to rest for 1 hour. [Jetty Dough] Soften the butter at room temperature with a whisk. Add 2 bags of Jetty to butter and salt and mix until the powder is melted. Make 4 doughs by adding chocolate, strawberry, banana, and cookie and chocolate jetty. Mix the soft flour through a sieve and make a dough. Knead the dough and put it in the refrigerator to rest for 1 hour. [Creating the Check Cookie Shape] Roll out the rested dough to a thickness of 1cm with a rolling pin. Coat the chocolate dough with egg whites and put the base dough on top. Cut the dough into 1cm intervals. Apply egg whites on top of the cut dough, and put other dough on it so that the colors are different. If the dough is too soft, keep it in the freezer for a while to make it easier to cut. Cut the dough at regular intervals. Bake in an oven preheated to 160 degrees for 10 minutes. (Adjust according to the oven specifications) Oven [Making 4 layers of seolgi] Add water little by little to the wet non-glutinous rice flour and mix with both hands. Divide the dough into 4 equal parts. For each dough, use a sieve to add the jetty and salt, and knead it down twice with the dough. Use a mousse mold or silicone mold to put the dough in 4 layers. Put the steamer on boiling water, and when steam rises, steam for 20 minutes. Turn off the heat and let it steam for 5 minutes, then take it out."
48,한식,밥류,토마토솥밥,Potbap is rice cooked using water instead of water when cooking.,"Tomato, rice, onion, whole garlic, beef, soy sauce, pepper, cooking wine, salt, olive oil, asparagus","Wash and soak the rice. Chop 1 tomato, remove the top of 1 tomato, and make a cross-cutting cut at the bottom. Chop the onion coarsely and chop the asparagus. Finely chop the beef. You can also use minced beef. In a preheated pot, add olive oil and garlic. When the garlic is slightly cooked, add the onion and meat and saute. Season with cooking wine, soy sauce, salt and pepper. Add tomatoes and asparagus and fry for 1 minute. You can omit the asparagus. Add rice and stir-fry together, then add water. Place the tomato in the center and close the lid. Bring to a boil over medium heat, then reduce heat to low and cook for 10-15 minutes. Lightly peel the tomatoes, add salt and olive oil."
49,분식,튀김류,어떡어떡,Tteokbokki Rice cake and fish cake are fried on a skewer and then tossed in a sauce.,"Tteokbokki Rice Cake, Fish Cake, Cooking Oil, Gochujang, Ketchup, Soy Sauce, Oligosaccharide","Put the rice cake in boiling water and blanch for 2 minutes tip. If the rice cake is soft, you can omit it. Put red pepper paste, ketchup, soy sauce, and oligosaccharide in a Bargen Steiger Farmers Green Pot pan and boil it over low heat to make the sauce tip. Turn off the heat once it boils so that the sauce does not burn. Place rice cakes and fish cakes on the skewer alternately. Lightly grease with olive oil or cooking oil. Put in the air fryer and bake for 5 minutes at 180 degrees Air fryer tip. If you bake for too long, the rice cake may become hard. Spread the sauce evenly on the browned skewers."
50,한식,전골류,주꾸미전골,It is a hotpot stewed with octopus and various vegetables.,"Seasoned zucchini, meat for shabu-shabu, oyster mushroom, enoki mushroom, cabbage, bok choy, green radish, bean sprouts, onion, soaked vermicelli, kelp stock, red pepper powder, minced garlic, soy sauce, salt","Cut the cabbage into large pieces and shred the onion. Soak the vermicelli noodles in water. Lay the bean sprouts in a pot and place the cleaned mushrooms, vegetables, and vermicelli. Put the seasoned zucchini and meat for shabu-shabu in the middle. Add red pepper powder, minced garlic, soy sauce, and salt. Pour the kelp broth and bring to a boil"
51,양식,파스타류,라자냐,"Oven-baked Italian dish with minced meat, onion, carrot, celery, tomato sauce, and mozzarella cheese layered on top of each other.","Potato Tofu, Chicken Breast Sausage, Paprika, Onion, Mushroom, Tomato Sauce, Mozzarella Cheese","Lasagna 550kcal -> 380kcal Tofu 40g (70kcal), Chicken Breast Sausage 1ea (80kcal), Paprika 1/3ea (10kcal), Onion 1/3ea (15kcal), Mushroom 1ea (4kcal), Tomato Sauce 5 Spoon (50kcal), Mozzarella Cheese 50g (150kcal) Chop paprika and onion, cut and slice the mushroom in half. Chop the chicken breast sausage into large chunks. Use chicken breast sausage for protein↑ calories↓ Sausage, paprika, onion, and mushroom in a pan Add and stir-fry Add tomato sauce and stir-fry Add flavor with basil or oregano! If you don't have it, you can omit it. Spread the tofu on a plate. Use protein tofu. Calorie↓ Put the roasted tomato sauce and sprinkle with mozzarella cheese. Cover the tofu again, add the sauce and cheese. Put it in the oven and bake at 190 degrees for 10 minutes."
52,음료/차,청류,레몬청,It is a blueberry made from candied lemons rich in vitamin C.,"Lemon, sugar, honey, vinegar, coarse salt, baking soda","Prepare a glass bottle for lemon juice and sterilize it with boiling water by pouring water into the pot. It will prolong the storage period. Mix vinegar with cold water, add lemon and soak for about 10 minutes. Wipe the lemon surface with coarse salt. Wipe again with baking soda. Blanch the lemons in boiling water for about 10 seconds. Remove any remaining water from the lemon. Cut 1/3 of both sides of the lemon and slice thinly only the middle pulp. Be sure to remove the seeds of the lemon as it may have a bitter taste. Cut both sides of the lemon and squeeze out the juice. Both ends of the lemon can also cause bitterness. Weigh the sliced ​​lemon and prepare the same amount of sugar and honey as the lemon according to your preference. You can add sugar and honey if you like. Mix lemon, sugar, honey, and lemon juice together and put it in a glass storage container that has been sterilized with boiling water. Add a little sugar and close the lid."
53,한식,전/부침류,치즈감자전,"It is a dish in which potatoes are grated on a grater, drained by sieving, mixed with sunken starch and ingredients, seasoned with salt, and then fried in a pan.","Potatoes, Pizza Cheese, Salt, Pepper","Slice the potatoes as thinly as possible. It is best to use a slicing knife. Soak the potatoes in cold water for a while to remove the starch. For a more crispy potato pancake, remove the starch. Put shredded potatoes, salt, pepper, and pizza cheese in a bowl and mix. You can omit the salt as it contains cheese. It's delicious even with bacon. Grease a preheated pan with a little oil and place the potatoes on top. The front and back will be golden brown. Please cook slowly over low heat. Sprinkle with Parmesan cheese and parsley to finish."
54,한식,볶음류,두반장닭볶음,This is a dish of chicken leg meat cut into bite-size pieces and fried in dubanjang sauce.,"Chicken leg, white onion, garlic, ginger, dried red pepper, soy sauce, cooking wine, salt, pepper, cooking oil, tofu sauce, oyster sauce, sugar, peanut powder","Cut the chicken leg into bite-size pieces and season with soy sauce, cooking wine, salt and pepper. Cut the green onion in half lengthwise and then cut it into 4cm lengths. Slice the garlic and ginger. Heat oil in a frying pan and fry the marinated chicken thighs. When the chicken legs are cooked, remove them and saute the green onions, garlic, ginger, and dried red pepper for fragrant aroma. Use the oil as it is after cooking the chicken thighs. Add all the cooked chicken thighs and seasonings and quickly fry over high heat. Put it in a bowl and sprinkle with peanut powder to finish."
55,밑반찬,생채류,무생채,"It is a raw vegetable made by shredded radish and mixed with vinegar, sugar, red pepper powder, minced garlic, and sesame salt.","Radish, chives, salt, red pepper powder, minced garlic, fish sauce, oligosaccharide, sesame salt","Slice the radish and prepare by dividing the chives into quarters. The chives can be replaced with green onions or omitted. Add salt and marinate the shredded radish for at least 10 minutes. If the radish is spicy, pickle it with 1 tablespoon of sugar. Drain the pickled radish from the stagnant water and rinse gently to remove the water. Add pickled radish, chives, and some seasoning ingredients to the bowl and mix to finish. Choose a fish sauce (anchovy sauce, canary fish sauce) according to your taste and use it."
56,전/부침개,전/부침개,주꾸미파전,It is fried with chives and zucchini to a golden color.,"Trimmed zucchini, chives, red pepper, cheongyang pepper, tempura powder, pancake powder, water, egg, cooking oil","Cut the chives into appropriate lengths. Chop red and cheongyang peppers. Blanch the trimmed zucchini in boiling water. After blanching the zucchini, remove as much water as possible before preparing. Mix tempura powder, pancake powder, and water to make a dough. Heat plenty of cooking oil in a pan and add chives. Pour the batter between the chives and put the blanched zucchini, red pepper, and cheongyang pepper. Sprinkle more dough on it and then pour in the egg water. Prepare the eggs in advance. Fry it back and forth to finish."
